neg-F3	neg-F4	neg-M1	neg-M2	pos-F3	pos-F4	pos-M1	pos-M2
ENSMUSG00000002588	0	0	0	0	0	24	9	3
ENSMUSG00000002602	677	81	921	1272	5	8	27	1
ENSMUSG00000002603	66	36	108	108	46	153	249	83
ENSMUSG00000002608	2058	396	1690	2145	1984	2000	2702	1970
ENSMUSG00000002617	417	179	178	359	369	322	148	299
ENSMUSG00000002625	2725	1950	1960	2687	2591	2488	2805	2123
ENSMUSG00000002633	3	2	0	4	3	16	0	0
ENSMUSG00000002635	1110	1071	800	992	927	1226	930	831
ENSMUSG00000002658	1679	1163	1326	1139	1639	1459	1713	1213
ENSMUSG00000002660	2901	3963	2528	2432	3126	4223	3473	2794
ENSMUSG00000002661	618	714	410	576	649	380	265	355
ENSMUSG00000002664	5	1	3	9	3	2	1	3
ENSMUSG00000002668	160	26	127	111	106	132	182	145
ENSMUSG00000002679	1002	974	709	842	932	1244	866	726
ENSMUSG00000002688	1132	317	578	939	745	541	829	624
ENSMUSG00000002699	8	11	54	23	5	7	11	7
ENSMUSG00000002718	2636	497	964	2260	3076	2345	1461	1909
ENSMUSG00000002728	5518	6163	3417	4645	5492	10613	6851	5792
ENSMUSG00000002731	569	442	408	417	417	524	371	276
ENSMUSG00000002732	406	512	407	453	172	383	300	178
ENSMUSG00000002733	3287	1377	1975	2746	3357	3471	3070	2962
ENSMUSG00000002741	2043	583	947	1309	2346	2316	2462	2283
ENSMUSG00000002748	1827	672	445	1242	1681	1133	1081	1085
ENSMUSG00000002763	2620	367	2022	2401	2187	1854	2272	1943
ENSMUSG00000002767	1881	2758	2010	1770	1813	3176	2941	2028
ENSMUSG00000002768	2367	3710	2481	2235	2083	3375	3044	2280
ENSMUSG00000002769	289	202	145	267	511	259	199	423
ENSMUSG00000002771	75	41	106	68	72	110	90	34
ENSMUSG00000002778	3240	1222	4237	4486	2593	6278	4770	4080
ENSMUSG00000002781	333	200	183	255	217	274	220	180
ENSMUSG00000002791	18	19	5	25	29	32	19	14
ENSMUSG00000002797	336	392	361	285	332	520	434	278
ENSMUSG00000002799	874	59	597	720	759	925	1173	991
ENSMUSG00000002803	1158	385	790	835	1080	964	983	905
ENSMUSG00000002804	775	1051	782	616	735	960	742	725
ENSMUSG00000002808	826	630	543	791	931	1808	1647	1064
ENSMUSG00000002812	2865	360	1223	2335	2610	1436	1814	1743
ENSMUSG00000002814	246	54	174	155	311	231	365	262
ENSMUSG00000002820	2475	998	1933	2108	2281	2568	2993	2385
ENSMUSG00000002825	1102	1338	1100	1192	1114	1807	1274	997
ENSMUSG00000002831	0	0	0	0	1	0	0	0
ENSMUSG00000002833	1881	624	804	1289	1898	1193	1128	1180
ENSMUSG00000002835	106	6	28	67	62	35	24	69
ENSMUSG00000002844	4230	2289	4356	3624	4218	5519	6933	4626
ENSMUSG00000002845	3669	1605	1796	3144	4501	3933	3445	3354
ENSMUSG00000002846	311	370	230	242	293	393	338	272
ENSMUSG00000002847	217	310	170	185	79	65	46	38
ENSMUSG00000002870	837	139	391	558	923	721	629	847
ENSMUSG00000002871	1669	923	1554	1645	1824	1948	2076	1698
ENSMUSG00000002881	1143	450	426	930	919	1311	1237	799
ENSMUSG00000002885	368	55	166	325	82	82	110	3
ENSMUSG00000002897	801	177	363	693	884	725	710	730
ENSMUSG00000002900	632	74	199	665	127	158	127	96
ENSMUSG00000002908	134	26	50	120	98	119	115	140
ENSMUSG00000002910	577	201	397	459	482	427	469	390
ENSMUSG00000002930	201	113	60	60	43	25	22	60
ENSMUSG00000002944	281	123	355	592	62	21	47	11
ENSMUSG00000002948	2171	540	1057	1839	1652	1775	1818	1689
ENSMUSG00000002949	804	404	394	656	824	762	584	671
ENSMUSG00000002957	4881	855	2421	3122	4861	3365	6038	4792
ENSMUSG00000002963	924	496	750	784	1054	867	923	981
ENSMUSG00000002968	3778	1248	4154	3757	3386	5632	5132	3921
ENSMUSG00000002980	1805	438	1136	1276	620	650	862	556
ENSMUSG00000002981	9705	2951	7848	8846	8800	15659	16462	11887
ENSMUSG00000002983	166	71	94	148	151	86	131	122
ENSMUSG00000002984	3155	2443	2794	2584	3187	3708	3353	2919
ENSMUSG00000002985	2537	2977	7660	4737	288	294	766	87
ENSMUSG00000002992	58	9	21	21	3	2	1	0
ENSMUSG00000002996	8133	3988	4436	6974	6970	6984	6763	6494
ENSMUSG00000002997	2126	547	952	1561	2483	2346	1911	1711
ENSMUSG00000003031	412	300	248	280	299	339	214	188
ENSMUSG00000003032	999	1173	1030	1743	231	321	221	275
ENSMUSG00000003033	3585	1886	2869	2994	3043	2042	2496	2400
ENSMUSG00000003037	7752	4856	4347	5383	8517	8051	10003	8203
ENSMUSG00000003038	11597	13626	10491	12466	9865	7733	4142	7041
ENSMUSG00000003039	3479	2686	2996	3734	3567	4230	3604	3994
ENSMUSG00000003051	1389	510	901	1254	1247	1185	1308	907
ENSMUSG00000003053	2	2	0	3	0	0	0	2
ENSMUSG00000003062	3407	2537	2434	3121	3422	4637	2964	3054
ENSMUSG00000003068	1331	641	2167	2434	791	2082	1924	1523
ENSMUSG00000003070	462	233	246	306	406	280	354	290
ENSMUSG00000003072	5601	5668	5971	4837	5297	6035	5600	4622
ENSMUSG00000003099	3342	1178	2141	2603	3116	2912	3018	2603
ENSMUSG00000003119	392	308	125	393	391	344	382	256
ENSMUSG00000003123	416	85	297	410	202	217	178	172
ENSMUSG00000003131	5852	2696	3299	5553	6018	7722	7117	5733
ENSMUSG00000003134	2099	269	593	1177	1972	1166	2004	1460
ENSMUSG00000003135	1525	628	929	1089	1419	1751	1769	1525
ENSMUSG00000003153	280	168	188	234	163	117	97	67
ENSMUSG00000003154	835	162	593	1139	674	779	576	703
ENSMUSG00000003161	7153	8339	6111	7146	6025	13911	9704	7318
ENSMUSG00000003166	3244	612	1692	2729	3517	2125	2387	2371
ENSMUSG00000003178	123	45	52	97	46	62	78	63
ENSMUSG00000003184	1208	796	885	1017	1006	1284	1022	871
ENSMUSG00000003190	49	36	54	61	24	26	22	19
ENSMUSG00000003198	674	343	298	739	549	813	446	469
ENSMUSG00000003199	3021	1887	1799	2379	2575	2753	2702	2434
ENSMUSG00000003200	3238	1415	2399	3210	3375	3736	3015	2622
ENSMUSG00000003206	104	177	102	88	83	155	80	102
ENSMUSG00000003208	444	248	316	351	404	405	358	365
ENSMUSG00000003226	1944	568	656	1510	1950	2023	1850	1857
ENSMUSG00000003227	3	0	0	10	6	10	1	1
ENSMUSG00000003228	182	51	58	152	266	70	93	137
ENSMUSG00000003233	709	198	472	644	828	701	804	673
ENSMUSG00000003234	5094	1940	2659	3108	5486	4485	6314	5090
ENSMUSG00000003235	2929	1032	1937	2308	3337	2466	3373	2792
ENSMUSG00000003269	2619	1848	1562	1859	2489	1859	2191	1781
ENSMUSG00000003271	145	110	198	126	228	319	314	181
ENSMUSG00000003273	192	125	176	162	93	290	478	221
ENSMUSG00000003279	111	33	54	101	222	161	206	171
ENSMUSG00000003282	115	89	41	89	78	46	28	58
ENSMUSG00000003283	2	3	73	15	0	1	0	1
ENSMUSG00000003299	2853	2162	2616	2330	2679	3145	3058	2422
ENSMUSG00000003308	5138	1720	2938	4219	4989	5800	6068	4875
ENSMUSG00000003309	2306	1244	1439	1464	2202	1594	1940	1821
ENSMUSG00000003316	6139	1654	1502	3202	7387	4650	6407	4511
ENSMUSG00000003341	0	0	0	0	0	0	0	0
ENSMUSG00000003344	1909	584	1764	1774	1465	1238	1541	1336
ENSMUSG00000003345	5312	1747	2915	4330	6297	5561	6660	4854
ENSMUSG00000003346	3710	2446	4817	3843	2935	5028	5199	3892
ENSMUSG00000003348	1204	406	877	856	1019	1352	1704	1019
ENSMUSG00000003352	1308	383	1143	1213	864	942	955	936
ENSMUSG00000003354	51	24	14	43	51	26	67	70
ENSMUSG00000003355	9912	14562	13467	9769	10926	29805	26642	17227
ENSMUSG00000003360	165	172	127	133	215	152	129	123
ENSMUSG00000003363	18205	12080	19466	16250	13963	26679	29342	18810
ENSMUSG00000003378	380	158	441	438	282	492	323	323
ENSMUSG00000003379	183	117	188	177	171	39	13	84
ENSMUSG00000003380	14051	21592	19997	13759	13980	39025	35032	20667
ENSMUSG00000003382	511	191	104	444	442	385	276	420
ENSMUSG00000003402	6917	2402	7368	4882	7805	13241	19182	11502
ENSMUSG00000003410	18	11	17	19	20	6	15	13
ENSMUSG00000003411	5321	5028	4146	3816	4291	7488	6475	4907
ENSMUSG00000003418	100	25	18	82	14	1	1	0
ENSMUSG00000003420	569	479	818	955	28	19	30	11
ENSMUSG00000003421	1604	1122	1450	1468	1306	1153	1351	1115
ENSMUSG00000003423	564	642	565	595	495	573	413	430
ENSMUSG00000003429	3991	5483	3909	3463	3794	5912	4568	3568
ENSMUSG00000003435	5796	1160	4378	5140	6190	6432	8342	6569
ENSMUSG00000003436	5	4	9	2	1	0	2	7
ENSMUSG00000003437	2991	1808	2133	2768	2780	2975	2624	2409
ENSMUSG00000003438	1614	1488	1980	1596	1525	2063	1783	1566
ENSMUSG00000003444	1454	1947	1521	1407	1272	2615	2030	1704
ENSMUSG00000003452	1654	972	345	982	2066	1357	1314	1398
ENSMUSG00000003458	13322	4268	9307	11387	13550	18026	21364	14346
ENSMUSG00000003464	3432	1472	1986	2732	2997	1923	2170	2541
ENSMUSG00000003469	258	82	173	153	321	503	354	341
ENSMUSG00000003476	52	11	13	8	17	30	46	21
ENSMUSG00000003477	57	68	44	66	4	0	0	0
ENSMUSG00000003484	8	4	104	18	3	0	2	1
ENSMUSG00000003500	7633	1630	4791	5195	9678	7769	10343	8014
ENSMUSG00000003505	10	5	3	6	14	22	44	25
ENSMUSG00000003518	2293	1459	1923	2434	1418	2513	1717	1542
ENSMUSG00000003526	40	15	32	56	24	31	7	11
ENSMUSG00000003527	951	513	584	738	762	790	692	692
ENSMUSG00000003528	4292	2216	3537	3327	4849	4998	6186	4713
ENSMUSG00000003531	1492	1331	1281	1373	1355	1820	1535	1440
ENSMUSG00000003534	6444	811	3952	5201	5264	4386	3973	4851
ENSMUSG00000003541	611	414	472	553	332	318	292	244
ENSMUSG00000003545	5683	2820	4994	9348	1298	2245	1869	1873
ENSMUSG00000003546	1219	382	914	986	914	742	809	723
ENSMUSG00000003549	731	749	787	683	589	945	697	609
ENSMUSG00000003555	58	10	47	23	17	81	68	93
ENSMUSG00000003559	3955	2354	2933	3097	4002	4287	4312	3567
ENSMUSG00000003573	58	15	52	62	12	27	20	25
ENSMUSG00000003575	1413	493	783	1283	1436	1080	1234	1097
ENSMUSG00000003581	1572	630	1217	1303	1459	1783	2049	1477
ENSMUSG00000003585	25	8	8	10	21	10	26	14
ENSMUSG00000003604	821	585	597	884	812	1129	1128	813
ENSMUSG00000003617	144	120	231	222	62	26	52	6
ENSMUSG00000003623	1379	615	744	1341	1931	1321	1103	1384
ENSMUSG00000003644	502	81	444	497	338	597	684	350
ENSMUSG00000003657	0	0	8	2	0	0	0	0
ENSMUSG00000003660	1957	339	727	1292	1458	1149	1355	1755
ENSMUSG00000003662	1386	922	1116	1115	1580	1865	1924	1558
ENSMUSG00000003665	7	0	17	0	3	0	0	0
ENSMUSG00000003680	736	428	508	804	735	623	464	650
ENSMUSG00000003721	3521	1930	1369	2617	3893	5067	3800	3487
ENSMUSG00000003731	347	200	242	364	468	527	474	428
ENSMUSG00000003746	10229	3128	5284	7504	9152	11870	18010	12351
ENSMUSG00000003752	506	119	252	401	466	543	681	349
ENSMUSG00000003762	1373	527	1448	1358	1210	892	988	1016
ENSMUSG00000003778	4446	2355	2375	4079	3619	3241	3052	3069
ENSMUSG00000003779	88	39	98	147	214	105	142	191
ENSMUSG00000003808	1847	954	1331	1375	1945	1506	1550	1412
ENSMUSG00000003809	2214	1116	840	1346	2551	1579	2121	2147
ENSMUSG00000003810	1320	336	797	1636	777	903	1242	1039
ENSMUSG00000003812	480	741	484	446	392	1054	558	316
ENSMUSG00000003813	4283	2967	2884	3254	4121	3289	3224	3162
ENSMUSG00000003814	43038	11713	34387	32629	49879	61461	63521	52158
ENSMUSG00000003824	207	315	163	214	226	240	149	165
ENSMUSG00000003847	612	419	227	808	491	575	274	485
ENSMUSG00000003848	1260	776	639	906	1223	1066	850	901
ENSMUSG00000003849	140	66	44	126	154	70	9	66
ENSMUSG00000003863	273	62	118	154	182	260	254	171
ENSMUSG00000003865	666	170	591	644	539	669	768	620
ENSMUSG00000003868	1199	558	920	1018	933	993	900	806
ENSMUSG00000003872	141	133	107	132	120	152	165	122
ENSMUSG00000003873	3414	4841	3345	3003	2632	3585	2519	2418
ENSMUSG00000003882	2	0	1	7	2	2	2	1
ENSMUSG00000003923	1086	725	775	1125	1359	1483	1279	1011
ENSMUSG00000003929	316	164	140	251	272	216	124	162
ENSMUSG00000003934	1168	251	494	1108	309	292	173	264
ENSMUSG00000003948	713	559	502	603	1071	1378	1204	934
ENSMUSG00000003949	189	90	69	137	131	66	28	68
ENSMUSG00000003955	1184	1870	1257	1152	1009	2109	1349	1107
ENSMUSG00000003970	4188	3767	4638	3938	3528	5262	3836	3217
ENSMUSG00000003974	6	31	30	23	27	6	29	4
ENSMUSG00000003992	2187	1800	1149	1695	1458	1562	1185	1286
ENSMUSG00000004018	753	587	354	623	665	495	260	439
ENSMUSG00000004031	222	25	105	148	311	250	396	226
ENSMUSG00000004032	1986	3611	3065	2114	2050	7512	7554	3374
ENSMUSG00000004035	302	314	298	308	187	262	257	171
ENSMUSG00000004038	5	10	5	1	25	11	4	3
ENSMUSG00000004040	4739	1347	2263	3443	5050	2622	4323	3343
ENSMUSG00000004043	495	104	144	289	602	383	404	240
ENSMUSG00000004044	596	201	274	603	37	14	31	30
ENSMUSG00000004054	2445	307	1135	1971	1716	2234	2680	2500
ENSMUSG00000004056	4539	860	2702	3313	3902	3212	4001	3580
ENSMUSG00000004069	4297	1323	1816	3612	4956	4345	4769	4199
ENSMUSG00000004070	2307	1545	1770	1977	2355	2391	1853	2023
ENSMUSG00000004071	4165	1621	2789	3917	4157	4644	4638	4021
ENSMUSG00000004085	180	95	118	284	125	178	80	138
ENSMUSG00000004096	2672	2528	2182	2551	2570	3242	2410	2298
ENSMUSG00000004098	65	18	117	160	4	5	0	2
ENSMUSG00000004099	552	166	293	481	379	335	448	427
ENSMUSG00000004100	1143	834	601	874	1202	920	1215	860
ENSMUSG00000004105	216	37	171	252	0	6	16	3
ENSMUSG00000004110	0	1	0	5	5	2	2	1
ENSMUSG00000004113	82	57	24	134	60	73	31	85
ENSMUSG00000004127	387	227	181	453	370	474	339	441
ENSMUSG00000004151	9169	6934	6139	8289	5562	5747	5347	4600
ENSMUSG00000004187	647	99	394	609	643	879	813	706
ENSMUSG00000004207	29772	4677	17386	28723	28848	28655	29925	27885
ENSMUSG00000004221	1438	262	636	1045	951	920	1100	1137
ENSMUSG00000004231	3	0	1	0	1	2	0	3
ENSMUSG00000004233	319	147	89	196	262	236	200	127
ENSMUSG00000004263	392	206	308	462	334	370	312	350
ENSMUSG00000004264	3119	2508	2079	2391	2929	2603	2594	2375
ENSMUSG00000004266	1489	609	1017	1055	1627	1190	1678	1484
ENSMUSG00000004267	1587	513	1035	1137	2069	2056	2171	1294
ENSMUSG00000004268	1960	1953	1436	1924	1740	1736	1337	1376
ENSMUSG00000004270	3473	1469	2183	3021	3622	2382	2716	3056
ENSMUSG00000004285	6424	9446	6892	6211	6410	9767	7608	6369
ENSMUSG00000004296	0	0	0	0	0	2	0	1
ENSMUSG00000004317	315	144	171	207	236	494	289	205
ENSMUSG00000004319	4657	1552	2101	3860	5157	3634	4347	3910
ENSMUSG00000004328	4	10	3	27	10	10	15	8
ENSMUSG00000004341	1	0	0	0	1	0	0	0
ENSMUSG00000004344	14	8	12	13	3	6	13	8
ENSMUSG00000004347	621	264	280	343	674	825	634	528
ENSMUSG00000004356	239	75	104	233	202	181	191	214
ENSMUSG00000004359	46	22	23	54	40	46	28	41
ENSMUSG00000004360	79	77	68	190	101	161	119	118
ENSMUSG00000004364	5079	1573	2234	4854	5367	5300	3200	3871
ENSMUSG00000004366	137761	265635	107203	95529	73653	50553	28144	36569
ENSMUSG00000004371	24	32	26	32	26	53	27	23
ENSMUSG00000004383	154	59	69	194	73	165	113	130
ENSMUSG00000004393	2860	1663	2340	2454	2850	3198	3027	2567
ENSMUSG00000004394	22435	14470	17509	17674	21142	37161	30841	24943
ENSMUSG00000004415	118	114	146	192	49	48	31	22
ENSMUSG00000004446	177	217	136	127	132	133	144	101
ENSMUSG00000004451	2454	1018	1332	1587	2107	1683	1869	1833
ENSMUSG00000004455	3847	1946	1683	3697	3992	4052	2978	3246
ENSMUSG00000004460	11115	4966	6320	7947	13457	14179	13507	12963
ENSMUSG00000004462	1030	292	402	728	1514	968	871	938
ENSMUSG00000004473	371	374	300	286	327	277	156	250
ENSMUSG00000004500	577	134	262	345	876	366	482	503
ENSMUSG00000004508	293	78	159	260	238	197	215	185
ENSMUSG00000004530	2716	720	1932	2576	2785	2508	2933	2168
ENSMUSG00000004535	9820	5088	4023	7671	10204	9870	8127	7643
ENSMUSG00000004540	0	0	0	0	1	0	1	0
ENSMUSG00000004542	1	0	0	0	2	3	0	1
ENSMUSG00000004552	17	6	39	13	2	16	32	11
ENSMUSG00000004558	508	320	378	544	143	37	78	44
ENSMUSG00000004561	681	507	472	799	1035	801	725	753
ENSMUSG00000004562	442	230	235	466	211	446	362	228
ENSMUSG00000004565	819	144	447	634	752	683	870	785
ENSMUSG00000004567	2423	1108	1418	2158	2575	3133	3453	2553
ENSMUSG00000004568	762	181	367	889	813	678	867	668
ENSMUSG00000004591	1533	1229	636	1203	1413	1370	1194	1434
ENSMUSG00000004609	2	6	11	7	7	5	8	5
ENSMUSG00000004610	5248	8405	6925	5476	5201	9648	8143	6500
ENSMUSG00000004612	0	0	1	0	0	0	0	0
ENSMUSG00000004613	0	0	0	0	0	0	0	0
ENSMUSG00000004626	3260	1771	2706	3081	3417	3931	3046	2599
ENSMUSG00000004630	4	0	0	1	5	1	0	3
ENSMUSG00000004631	1665	1955	1371	1834	302	305	229	171
ENSMUSG00000004633	131	59	88	126	87	39	31	49
ENSMUSG00000004637	625	473	516	710	677	716	844	708
ENSMUSG00000004642	2585	2745	1717	2735	2004	3146	2144	1993
ENSMUSG00000004651	15	25	2	17	16	17	11	17
ENSMUSG00000004654	0	0	0	0	0	0	0	0
ENSMUSG00000004655	185	96	88	290	0	0	1	36
ENSMUSG00000004661	403	94	146	305	363	324	274	308
ENSMUSG00000004665	362	159	261	444	16	16	16	12
ENSMUSG00000004667	3080	3806	3166	2877	2870	3926	3475	3079
ENSMUSG00000004668	16	15	2	14	13	19	8	6
ENSMUSG00000004677	451	210	199	438	549	394	392	397
ENSMUSG00000004698	242	48	120	281	101	46	49	239
ENSMUSG00000004707	2	0	4	19	0	2	1	1
ENSMUSG00000004709	2	2	8	22	8	5	3	6
ENSMUSG00000004730	10	0	85	13	6	2	28	0
ENSMUSG00000004748	1026	1028	896	855	818	953	899	607
ENSMUSG00000004768	877	335	444	832	860	1296	960	876
ENSMUSG00000004771	9076	7716	6795	9038	8151	11389	7893	7465
ENSMUSG00000004788	2520	2016	1926	1968	2218	3221	3247	2401
ENSMUSG00000004789	2239	524	1145	1643	2876	2324	1927	1991
ENSMUSG00000004791	1778	1306	1334	1803	1001	534	626	740
ENSMUSG00000004798	1043	282	440	893	1171	908	1185	1052
ENSMUSG00000004814	0	5	0	3	0	1	3	0
ENSMUSG00000004815	592	84	257	370	507	263	482	478
ENSMUSG00000004821	9	38	72	85	215	93	214	169
ENSMUSG00000004837	170	46	113	155	4	2	10	0
ENSMUSG00000004842	16	13	4	12	6	5	8	8
ENSMUSG00000004843	2031	1302	1451	1997	1939	1994	1477	1529
ENSMUSG00000004846	2186	576	2117	1784	1884	2459	3551	2030
ENSMUSG00000004849	5429	4827	5224	4468	5019	7168	7578	5520
ENSMUSG00000004864	267	103	173	213	189	150	186	196
ENSMUSG00000004865	1831	1632	1258	1893	2132	2614	2001	1861
ENSMUSG00000004872	24	18	13	29	21	22	16	20
ENSMUSG00000004880	1274	336	892	1426	1574	983	771	840
ENSMUSG00000004885	0	0	0	0	0	0	1	0
ENSMUSG00000004891	136	50	61	107	28	55	31	30
ENSMUSG00000004892	4	5	175	34	24	262	635	118
ENSMUSG00000004894	29	15	49	33	40	35	21	27
ENSMUSG00000004895	572	196	370	415	496	391	453	412
ENSMUSG00000004896	858	400	516	746	809	702	568	753
ENSMUSG00000004897	7167	3769	5814	6172	6528	6741	6663	5869
ENSMUSG00000004902	2	0	11	0	4	12	0	15
ENSMUSG00000004929	1227	280	734	791	1208	931	1142	987
ENSMUSG00000004931	1324	437	1145	1161	1113	1141	1243	1057
ENSMUSG00000004933	96	33	99	136	104	221	285	116
ENSMUSG00000004934	1288	871	827	933	1405	1123	1121	983
ENSMUSG00000004936	4094	1683	1433	2601	3818	2268	3332	2756
ENSMUSG00000004937	5075	2480	3355	4185	4790	3808	5462	4030
ENSMUSG00000004939	15	17	8	20	10	8	3	15
ENSMUSG00000004945	2345	2487	2563	2623	2520	3498	3421	3027
ENSMUSG00000004947	595	98	375	462	680	412	487	508
ENSMUSG00000004948	0	0	0	0	3	1	3	1
ENSMUSG00000004951	1303	1591	1167	2273	612	503	321	498
ENSMUSG00000004952	101	67	66	177	93	29	8	95
ENSMUSG00000004961	6952	4618	5740	4892	6032	11979	12131	8507
ENSMUSG00000004980	16290	12352	10288	16054	15301	16083	9179	11027
ENSMUSG00000004988	1	1	1	4	0	1	0	1
ENSMUSG00000004994	940	690	811	850	933	1176	1158	756
ENSMUSG00000004996	930	904	787	784	837	1311	1053	824
ENSMUSG00000005034	6809	1655	3306	5340	6635	5538	5828	6020
ENSMUSG00000005043	372	109	186	353	344	355	232	268
ENSMUSG00000005045	188	74	149	215	146	153	120	164
ENSMUSG00000005054	2798	4689	3108	2721	2629	4178	3060	2612
ENSMUSG00000005057	13	10	21	52	36	46	24	5
ENSMUSG00000005069	2086	419	1291	1646	1833	1624	2141	2117
ENSMUSG00000005078	1567	1504	1519	1865	1527	2743	2008	1814
ENSMUSG00000005087	1210	251	748	1316	1880	1812	1577	1953
ENSMUSG00000005089	8	3	4	13	4	2	7	11
ENSMUSG00000005102	438	82	155	337	384	247	423	344
ENSMUSG00000005103	7157	1667	3875	5499	7227	7403	10353	6923
ENSMUSG00000005107	23	26	19	17	33	34	97	23
ENSMUSG00000005124	45	32	62	43	4	19	14	5
ENSMUSG00000005125	7216	1550	3770	5661	5494	3621	3886	4330
ENSMUSG00000005131	120	148	42	144	142	272	69	211
ENSMUSG00000005142	3431	667	2038	2341	3704	3156	4352	3782
ENSMUSG00000005148	1468	702	859	1297	1671	1161	898	1464
ENSMUSG00000005150	974	804	693	776	750	878	698	687
ENSMUSG00000005161	6509	6493	6669	6049	5428	8399	6855	5307
ENSMUSG00000005198	1003	294	585	1186	984	954	912	1062
ENSMUSG00000005202	1	1	0	0	0	0	0	0
ENSMUSG00000005204	743	262	516	696	763	730	667	695
ENSMUSG00000005220	144	82	46	142	32	83	24	37
ENSMUSG00000005225	330	184	296	384	430	562	516	373
ENSMUSG00000005232	37867	7738	11966	30094	62502	31375	26040	47918
ENSMUSG00000005233	10744	7331	7332	11804	11898	13870	10008	12701
ENSMUSG00000005237	76	54	62	79	98	72	77	60
ENSMUSG00000005251	2402	424	811	1688	2129	1369	2276	1809
ENSMUSG00000005262	5139	3435	3114	4388	5628	6244	5594	4624
ENSMUSG00000005267	365	107	126	325	304	261	227	237
ENSMUSG00000005268	9798	2728	3983	7164	17180	13346	13186	13357
ENSMUSG00000005299	3076	993	1709	2052	3676	2957	3656	2971
ENSMUSG00000005312	6451	1942	2938	4806	8065	6739	8243	6459
ENSMUSG00000005320	66	11	16	15	38	22	62	34
ENSMUSG00000005338	1	9	12	13	8	1	0	2
ENSMUSG00000005339	0	0	0	1	0	0	0	0
ENSMUSG00000005354	4458	3486	4228	3553	4695	6335	5560	4803
ENSMUSG00000005355	0	0	0	0	0	0	0	0
ENSMUSG00000005357	1	0	2	9	1	0	0	0
ENSMUSG00000005360	25	18	13	32	43	15	14	17
ENSMUSG00000005362	2642	1404	1357	2389	2457	3605	2685	2601
ENSMUSG00000005364	10	4	0	5	5	2	2	3
ENSMUSG00000005370	821	101	254	672	662	397	375	421
ENSMUSG00000005371	685	304	294	792	522	564	399	490
ENSMUSG00000005373	5295	1499	1324	4479	8814	5039	3890	4969
ENSMUSG00000005374	2592	811	1732	1980	2804	3908	5407	3278
ENSMUSG00000005378	1718	1421	1237	1364	1661	1598	1645	1389
ENSMUSG00000005397	535	126	281	568	13	11	34	1
ENSMUSG00000005410	239	78	205	175	326	191	217	237
ENSMUSG00000005413	175	80	150	97	255	216	266	188
ENSMUSG00000005417	3821	863	1886	3948	2146	2187	2343	2422
ENSMUSG00000005442	256	96	199	243	338	401	252	284
ENSMUSG00000005447	969	1244	866	721	742	1090	934	567
ENSMUSG00000005465	2	6	1	24	2	2	1	2
ENSMUSG00000005469	6424	1599	3897	5204	6154	5722	6504	6014
ENSMUSG00000005470	142	143	134	114	212	117	92	195
ENSMUSG00000005474	0	1	0	0	0	0	1	0
ENSMUSG00000005481	1593	1325	1245	1333	1410	1830	1596	1374
ENSMUSG00000005483	21266	18192	14708	28148	8366	7770	6889	7670
ENSMUSG00000005493	1	0	0	0	0	0	3	0
ENSMUSG00000005501	503	134	120	364	514	360	356	351
ENSMUSG00000005503	0	0	0	0	0	0	0	0
ENSMUSG00000005505	1269	464	601	856	1178	871	1128	1007
ENSMUSG00000005506	3609	1106	1508	2729	3423	2294	2496	2314
ENSMUSG00000005510	4208	5572	4265	4175	3993	7031	5936	4487
ENSMUSG00000005514	8213	2277	3606	4296	9028	3803	6869	5650
ENSMUSG00000005533	936	171	424	994	1097	1597	1464	1304
ENSMUSG00000005534	336	212	137	381	409	367	256	239
ENSMUSG00000005540	10	7	9	6	8	4	4	3
ENSMUSG00000005547	0	0	0	0	0	0	0	0
ENSMUSG00000005553	314	90	141	105	535	120	110	105
ENSMUSG00000005566	2700	651	2173	2512	2122	2578	2767	2531
ENSMUSG00000005575	4017	2906	3500	3947	4102	7118	6060	4642
ENSMUSG00000005580	505	153	436	843	498	786	593	735
ENSMUSG00000005583	362	190	122	287	73	17	25	86
ENSMUSG00000005609	2866	985	939	2126	2514	1565	2026	1969
ENSMUSG00000005610	29712	3786	13487	25876	27771	29223	31293	31283
ENSMUSG00000005611	14	6	27	68	3	0	7	0
ENSMUSG00000005615	1183	446	467	757	1409	1010	1083	898
ENSMUSG00000005621	520	116	305	625	567	551	449	486
ENSMUSG00000005625	4641	4465	4338	3791	4017	6338	5582	4252
ENSMUSG00000005628	4	4	0	6	8	3	0	2
ENSMUSG00000005640	6278	487	1642	4166	6890	2551	2080	5167
ENSMUSG00000005649	1	1	1	1	0	1	2	6
ENSMUSG00000005656	4041	2937	2628	3555	3831	5369	3721	3271
ENSMUSG00000005667	2246	906	1178	1813	3371	1828	2090	2453
ENSMUSG00000005672	652	86	249	446	205	116	172	203
ENSMUSG00000005674	1726	726	1032	1291	1735	1308	1663	1586
